gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score_mean,score_max,score_min,score_std,total_assessments,is_banked_mean,reg_mean,reg_min,unreg_count,clicks_total,vle_mean,vle_max,vle_min,vle_activity_range,engagement_score
M,Ireland,A Level or Equivalent,0,35-55,0,60,N,Pass,75.5,83.0,51.0,12.340988615179901,6.0,0.0,-35.0,-35.0,0,499.0,125.94789579158316,242.0,-15.0,257.0,37674.5
M,Scotland,Lower Than A Level,50-60%,35-55,0,30,N,Pass,81.0,90.0,66.0,10.519822558706334,4.0,0.0,-25.0,-25.0,0,744.0,90.01747311827957,237.0,-18.0,255.0,60264.0
M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,-93.0,3,0.0,0.0,0.0,0.0,0.0,0.0
F,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,-80.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,73.0,85.0,67.0,7.810249675906653,7.0,0.0,-65.0,-65.0,0,339.0,98.26253687315634,229.0,-18.0,247.0,24747.0
M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail,74.0,84.0,64.0,14.142135623730951,2.0,0.0,-96.0,-96.0,0,73.0,33.38356164383562,115.0,-17.0,132.0,5402.0
M,Yorkshire Region,Lower Than A Level,50-60%,35-55,2,60,N,Pass,81.4,92.0,60.0,10.062660823914458,15.0,0.26666666666666666,-83.5,-85.0,1,1269.0,74.4420803782506,257.0,-11.0,268.0,103296.6
M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,79.0,92.0,64.0,10.788883167408942,6.0,0.0,-74.0,-123.0,1,420.0,61.06666666666667,171.0,-12.0,183.0,33180.0
F,North Region,A Level or Equivalent,0-10%,0-35,3,90,N,Fail,51.6,75.0,24.0,21.22027332528966,5.0,0.0,-131.5,-196.0,0,168.0,7.833333333333333,68.0,-18.0,86.0,8668.800000000001
F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,86.81818181818181,100.0,72.0,13.02166027677102,11.0,0.0,-74.0,-74.0,0,1157.0,119.00691443388072,268.0,-10.0,278.0,100448.63636363635
M,Wales,Lower Than A Level,20-30%,0-35,0,75,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-93.0,-93.0,1,71.0,-4.394366197183099,2.0,-18.0,20.0,0.0
M,London Region,HE Qualification,0-10%,35-55,0,90,N,Distinction,91.41666666666667,98.0,86.0,4.1660605619770585,12.0,0.0,-31.0,-31.0,0,1122.0,107.61586452762923,255.0,-17.0,272.0,102569.5
M,East Midlands Region,HE Qualification,40-50%,0-35,0,90,N,Pass,84.33333333333333,91.0,80.0,5.859465277082315,3.0,0.0,-16.0,-16.0,0,145.0,78.15172413793104,245.0,-1.0,246.0,12228.333333333332
M,Ireland,Post Graduate Qualification,0,35-55,1,60,N,Fail,86.18181818181819,100.0,48.0,13.998701238459097,11.0,0.2727272727272727,-3.0,-3.0,0,349.0,115.02005730659026,237.0,9.0,228.0,30077.454545454548
F,South East Region,A Level or Equivalent,60-70%,0-35,0,45,N,Pass,71.92857142857143,100.0,20.0,19.550582465115323,14.0,0.0,-33.0,-42.0,0,301.0,125.47508305647841,234.0,3.0,231.0,21650.5
M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,73.0,90.0,56.0,24.041630560342615,2.0,0.0,-28.0,-28.0,0,59.0,23.084745762711865,38.0,7.0,31.0,4307.0
M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,54.0,54.0,54.0,0.0,1.0,0.0,-156.0,-156.0,1,93.0,12.548387096774194,45.0,-18.0,63.0,5022.0
M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,20.0,20.0,20.0,0.0,1.0,0.0,-26.0,-47.0,0,83.0,15.072289156626505,31.0,-7.0,38.0,1660.0
M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,40.0,40.0,40.0,0.0,1.0,0.0,-10.0,-10.0,1,49.0,24.040816326530614,61.0,3.0,58.0,1960.0
M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,52.5,75.0,30.0,31.81980515339464,2.0,0.0,-36.0,-36.0,0,24.0,12.166666666666666,67.0,-6.0,73.0,1260.0
F,London Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-92.0,-92.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South Region,HE Qualification,70-80%,55<=,1,120,N,Distinction,90.28571428571429,94.0,80.0,4.820590756130958,7.0,0.0,-25.0,-25.0,1,932.0,126.63304721030043,256.0,-18.0,274.0,84146.28571428572
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,68.75,97.0,0.0,34.27097897638759,8.0,0.0,-151.66666666666666,-209.0,2,951.0,79.05047318611987,243.0,-17.0,260.0,65381.25
F,Scotland,Lower Than A Level,10-20,0-35,0,60,Y,Pass,71.25,81.0,58.0,8.603646161525198,12.0,0.0,-67.0,-67.0,0,1176.0,123.7797619047619,266.0,-12.0,278.0,83790.0
F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,71.2,92.0,1.0,39.32810699741344,5.0,0.0,-136.0,-136.0,0,386.0,131.49481865284974,255.0,-9.0,264.0,27483.2
F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,82.85714285714286,93.0,74.0,6.4142698058981855,7.0,0.0,-29.0,-29.0,0,825.0,115.60848484848485,246.0,-18.0,264.0,68357.14285714286
M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,82.5,96.0,63.0,13.96424004376894,4.0,0.0,-60.0,-60.0,1,241.0,90.87966804979253,241.0,-12.0,253.0,19882.5
M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,85.44444444444444,100.0,57.0,13.22980641497742,9.0,0.0,-66.0,-66.0,0,189.0,128.08465608465607,268.0,-2.0,270.0,16149.0
M,North Region,HE Qualification,0,0-35,0,30,N,Pass,89.25,95.0,83.0,5.057996968497841,4.0,0.0,-113.0,-113.0,0,329.0,97.19148936170212,234.0,1.0,233.0,29363.25
F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,210,Y,Withdrawn,38.0,50.0,26.0,16.97056274847714,2.0,0.0,-106.0,-106.0,1,95.0,36.305263157894736,156.0,-1.0,157.0,3610.0
F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,77.0,94.0,54.0,13.204682365117169,12.0,0.0,-43.0,-43.0,0,1310.0,96.51603053435115,256.0,-18.0,274.0,100870.0
M,South Region,HE Qualification,20-30%,0-35,0,120,N,Fail,82.0,82.0,82.0,0.0,1.0,0.0,-108.0,-108.0,0,39.0,19.897435897435898,39.0,5.0,34.0,3198.0
M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,79.0,92.0,50.0,15.999999999999998,7.0,0.0,-50.0,-50.0,0,297.0,118.18518518518519,257.0,-4.0,261.0,23463.0
M,Ireland,HE Qualification,60-70%,35-55,0,30,Y,Withdrawn,67.0,67.0,67.0,0.0,1.0,0.0,-23.0,-23.0,1,36.0,17.833333333333332,29.0,7.0,22.0,2412.0
M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,79.71428571428571,100.0,53.0,15.871507864874143,7.0,0.0,-45.0,-45.0,0,709.0,101.52045133991537,254.0,-20.0,274.0,56517.428571428565
M,Scotland,HE Qualification,30-40%,35-55,0,120,N,Pass,79.0,90.0,66.0,10.295630140986995,7.0,0.0,-36.0,-36.0,0,983.0,96.01729399796541,261.0,-25.0,286.0,77657.0
M,North Western Region,No Formal quals,0-10%,35-55,0,270,N,Withdrawn,51.25,65.0,17.0,22.983689869122408,4.0,0.0,-105.66666666666667,-122.0,3,384.0,17.53125,158.0,-18.0,176.0,19680.0
M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,36.666666666666664,56.0,24.0,17.009801096230763,3.0,0.0,-74.0,-74.0,1,229.0,50.838427947598255,114.0,-12.0,126.0,8396.666666666666
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,92.25,99.0,86.0,5.560275772537424,4.0,0.0,-22.0,-22.0,0,391.0,31.066496163682864,94.0,-18.0,112.0,36069.75
F,East Midlands Region,HE Qualification,70-80%,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-30.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Pass,76.16666666666667,94.0,48.0,12.059197420402501,12.0,0.0,-83.0,-88.0,1,715.0,68.62377622377622,228.0,-15.0,243.0,54459.16666666667
F,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,44.666666666666664,54.0,40.0,5.163977794943223,6.0,0.0,-92.0,-92.0,1,26.0,57.61538461538461,115.0,35.0,80.0,1161.3333333333333
F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,78.88888888888889,100.0,45.0,23.555490041837615,9.0,0.0,-26.0,-26.0,0,139.0,151.01438848920864,256.0,21.0,235.0,10965.555555555555
M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,81.0,91.0,69.0,9.092121131323903,4.0,0.0,-66.0,-66.0,0,682.0,106.59384164222874,257.0,-18.0,275.0,55242.0
F,North Region,HE Qualification,0,55<=,0,60,N,Pass,89.0,97.0,68.0,9.678154093971983,7.0,0.0,-54.0,-54.0,0,777.0,108.46718146718146,260.0,-18.0,278.0,69153.0
M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.75,98.0,64.0,9.611782542086752,12.0,0.0,-99.0,-99.0,0,795.0,128.19622641509434,268.0,-12.0,280.0,61016.25
F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,71.5,89.0,52.0,16.34013463836819,4.0,0.0,-21.0,-21.0,1,245.0,16.37142857142857,67.0,-15.0,82.0,17517.5
M,Ireland,HE Qualification,0,35-55,0,60,N,Fail,83.71428571428571,100.0,35.0,24.177911997760035,7.0,0.0,-61.0,-61.0,0,420.0,60.78333333333333,221.0,-18.0,239.0,35160.0
M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,79.25,91.0,56.0,10.3231866116128,12.0,0.0,-18.0,-18.0,0,475.0,134.79368421052632,227.0,-17.0,244.0,37643.75
M,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,86.1,94.0,69.0,7.866242926440664,10.0,0.4,-79.0,-100.0,1,807.0,57.682775712515486,165.0,-18.0,183.0,69482.7
F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,78.75,100.0,35.0,20.133483127793433,8.0,0.0,-155.0,-155.0,0,63.0,160.34920634920636,229.0,6.0,223.0,4961.25
M,East Anglian Region,No Formal quals,60-70%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,-147.0,2,0.0,0.0,0.0,0.0,0.0,0.0
F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-115.0,-115.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,62.5,65.0,60.0,3.5355339059327378,2.0,0.0,-53.0,-53.0,0,14.0,29.0,51.0,-3.0,54.0,875.0
F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,79.08333333333333,96.0,55.0,13.970477530286585,12.0,0.0,-114.0,-149.0,1,1549.0,101.66946417043253,244.0,-18.0,262.0,122500.08333333333
F,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-183.0,-183.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South East Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,64.0,64.0,64.0,0.0,2.0,0.0,-25.0,-25.0,2,109.0,14.98165137614679,38.0,-16.0,54.0,6976.0
M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,37.8,66.0,0.0,25.926820090400597,5.0,0.0,-69.5,-93.0,1,535.0,90.50467289719626,269.0,-18.0,287.0,20223.0
F,London Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,65.2,100.0,40.0,21.98181066245454,5.0,0.0,-63.0,-63.0,0,572.0,103.51223776223776,262.0,-4.0,266.0,37294.4
M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-122.0,-122.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,58.8,88.0,0.0,34.397674339989905,5.0,0.0,-98.0,-98.0,0,224.0,120.56696428571429,237.0,4.0,233.0,13171.199999999999
M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-102.0,-102.0,0,6.0,-12.5,10.0,-17.0,27.0,0.0
M,South Region,Lower Than A Level,0,0-35,0,90,N,Distinction,95.0,99.0,89.0,4.0,5.0,0.0,-106.0,-106.0,1,975.0,103.3374358974359,257.0,-18.0,275.0,92625.0
M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,80.07692307692308,100.0,61.0,13.762639877954243,13.0,0.0,-82.5,-136.0,0,445.0,117.69662921348315,253.0,-12.0,265.0,35634.23076923077
M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,71.5,92.0,50.0,14.520920868083499,8.0,0.0,-101.0,-101.0,0,573.0,144.2408376963351,265.0,-16.0,281.0,40969.5
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,52.22222222222222,95.0,9.0,34.86322481418557,9.0,0.0,-110.5,-170.0,0,358.0,91.16201117318435,240.0,1.0,239.0,18695.555555555555
F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,-23.0,1,39.0,1.9230769230769231,26.0,-13.0,39.0,0.0
M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass,57.833333333333336,69.0,30.0,14.02022348847074,6.0,0.0,-107.0,-135.0,1,572.0,95.9632867132867,245.0,-24.0,269.0,33080.66666666667
M,London Region,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,49.25,87.0,29.0,25.824729750118713,4.0,0.0,-73.0,-73.0,1,80.0,57.425,149.0,-6.0,155.0,3940.0
M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,53.6,74.0,32.0,17.924843095547587,5.0,0.0,-36.0,-36.0,0,219.0,53.954337899543376,194.0,-17.0,211.0,11738.4
F,South West Region,A Level or Equivalent,30-40%,35-55,1,120,N,Distinction,86.36363636363636,100.0,63.0,11.595453654538295,11.0,0.0,-30.0,-30.0,0,257.0,74.52529182879377,227.0,-6.0,233.0,22195.454545454544
F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,73.0,73.0,73.0,0.0,1.0,0.0,-94.0,-94.0,1,41.0,-1.6829268292682926,30.0,-9.0,39.0,2993.0
M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,150,Y,Withdrawn,21.5,43.0,0.0,30.405591591021544,2.0,0.0,-132.0,-132.0,2,156.0,9.685897435897436,37.0,-18.0,55.0,3354.0
M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,66.0,72.0,60.0,8.48528137423857,2.0,0.0,-34.0,-34.0,0,101.0,27.396039603960396,116.0,-6.0,122.0,6666.0
M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,79.2,86.0,68.0,8.228000972289685,5.0,0.0,-151.0,-151.0,0,743.0,117.8721399730821,243.0,-10.0,253.0,58845.6
M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,83.0,83.0,83.0,0.0,1.0,0.0,-65.5,-67.0,2,162.0,23.296296296296298,66.0,-18.0,84.0,13446.0
M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,-22.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,78.0,92.0,65.0,7.850882984503315,12.0,0.0,-109.0,-109.0,0,1040.0,96.2,238.0,-18.0,256.0,81120.0
M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,43.0,56.0,30.0,18.384776310850235,2.0,0.0,-54.0,-54.0,0,56.0,38.535714285714285,143.0,19.0,124.0,2408.0
M,South West Region,HE Qualification,80-90%,0-35,0,30,N,Pass,79.3076923076923,96.0,22.0,19.375175764297875,13.0,0.0,-27.5,-30.0,0,1071.0,118.11671335200747,269.0,-17.0,286.0,84938.53846153845
M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,63.8,94.0,29.0,19.723807224483092,15.0,0.0,-39.0,-53.0,0,789.0,80.48669201520913,256.0,-16.0,272.0,50338.2
F,South West Region,Lower Than A Level,80-90%,0-35,0,180,N,Fail,59.3,80.0,37.0,13.241768931847604,10.0,0.0,-88.0,-88.0,0,110.0,71.34545454545454,185.0,-2.0,187.0,6523.0
F,London Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-138.0,-138.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,79.18181818181819,100.0,60.0,14.675272957040233,11.0,0.0,-24.0,-24.0,0,107.0,64.42990654205607,194.0,-7.0,201.0,8472.454545454546
F,Wales,Lower Than A Level,90-100%,35-55,0,60,N,Fail,82.0,100.0,66.0,17.08800749063506,3.0,0.0,-29.0,-29.0,0,31.0,48.516129032258064,95.0,3.0,92.0,2542.0
F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,70.0,89.0,42.0,17.832554500127006,9.0,0.0,-119.0,-119.0,0,449.0,63.67483296213808,218.0,-10.0,228.0,31430.0
F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,68.0,68.0,68.0,0.0,1.0,0.0,-78.0,-78.0,0,44.0,19.363636363636363,61.0,-10.0,71.0,2992.0
M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,95.5,98.0,93.0,2.886751345948127,4.0,0.0,-148.0,-148.0,0,583.0,103.06174957118354,259.0,-9.0,268.0,55676.5
M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,85.0,85.0,85.0,0.0,1.0,0.0,-127.0,-127.0,2,72.0,20.76388888888889,32.0,7.0,25.0,6120.0
F,London Region,HE Qualification,70-80%,0-35,0,120,N,Pass,71.16666666666667,88.0,62.0,8.922222851176754,12.0,0.0,-46.0,-46.0,0,563.0,131.0923623445826,247.0,-18.0,265.0,40066.833333333336
M,London Region,Lower Than A Level,20-30%,0-35,2,120,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-72.0,-72.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,East Midlands Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,64.8,82.0,49.0,13.217412757419659,5.0,0.0,-30.0,-30.0,0,381.0,72.92125984251969,191.0,2.0,189.0,24688.8
M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,89.0,94.0,79.0,5.045249791095129,12.0,0.0,-74.0,-74.0,0,771.0,110.89494163424125,241.0,-18.0,259.0,68619.0
M,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,Pass,66.33333333333333,76.0,52.0,9.437513796899406,6.0,0.0,-32.0,-32.0,0,187.0,128.08021390374333,267.0,-6.0,273.0,12404.333333333332
F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,81.5,85.0,78.0,4.949747468305833,2.0,0.0,-30.0,-30.0,1,84.0,47.80952380952381,123.0,10.0,113.0,6846.0
M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-144.0,-144.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,Wales,Lower Than A Level,50-60%,0-35,0,30,N,Fail,0.0,0.0,0.0,0.0,1.0,0.0,-36.0,-36.0,0,16.0,40.875,220.0,13.0,207.0,0.0
M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,56.0,56.0,56.0,0.0,1.0,0.0,-36.0,-36.0,0,34.0,8.088235294117647,21.0,-17.0,38.0,1904.0
M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,65.4,97.0,30.0,25.155516293648198,5.0,0.0,-45.0,-45.0,2,298.0,33.2248322147651,100.0,2.0,98.0,19489.2
M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,88.66666666666667,96.0,82.0,4.185110693297305,12.0,0.0,-153.0,-153.0,0,1822.0,104.63611416026345,265.0,-18.0,283.0,161550.6666666667
M,North Western Region,A Level or Equivalent,20-30%,0-35,1,90,N,Fail,63.714285714285715,88.0,40.0,16.710418763097927,7.0,0.0,-87.0,-108.0,2,350.0,48.37714285714286,241.0,-18.0,259.0,22300.0
M,West Midlands Region,A Level or Equivalent,70-80%,35-55,1,120,N,Pass,76.27272727272727,100.0,56.0,13.957728390328485,11.0,0.0,-115.0,-115.0,0,95.0,77.3157894736842,235.0,-7.0,242.0,7245.90909090909
F,South East Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail,85.5,100.0,77.0,11.273863579093016,6.0,0.8333333333333334,-53.0,-53.0,0,100.0,102.35,123.0,8.0,115.0,8550.0
F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,81.42857142857143,95.0,44.0,17.887212777634776,7.0,0.0,-120.0,-120.0,0,348.0,100.59770114942529,243.0,-24.0,267.0,28337.14285714286
M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,82.5,100.0,65.0,24.748737341529164,2.0,0.0,-32.0,-32.0,0,55.0,20.545454545454547,40.0,4.0,36.0,4537.5
M,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,62.5,90.0,35.0,38.890872965260115,2.0,0.0,-90.0,-90.0,1,113.0,61.39823008849557,205.0,-17.0,222.0,7062.5
F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,120,N,Distinction,95.16666666666667,100.0,79.0,6.780095646058167,12.0,0.0,-58.0,-58.0,0,1376.0,105.34302325581395,268.0,-18.0,286.0,130949.33333333334
F,East Anglian Region,Lower Than A Level,70-80%,35-55,1,120,N,Pass,45.0,60.0,40.0,6.855654600401044,11.0,0.0,-23.0,-23.0,0,45.0,97.11111111111111,219.0,10.0,209.0,2025.0
F,London Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-40.0,2,30.0,8.4,23.0,-18.0,41.0,0.0
M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,150,N,Fail,53.142857142857146,77.0,6.0,26.79196752404578,7.0,0.0,-129.0,-129.0,0,287.0,38.31358885017421,192.0,-18.0,210.0,15252.0
F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,43.0,43.0,43.0,0.0,1.0,0.0,-94.0,-94.0,0,11.0,12.818181818181818,39.0,2.0,37.0,473.0
M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,77.33333333333333,96.0,61.0,9.93005843920672,12.0,0.0,-80.0,-80.0,0,1204.0,85.13455149501661,241.0,-18.0,259.0,93109.33333333333
M,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,87.0,93.0,80.0,3.9581140290126395,7.0,0.0,-66.0,-66.0,0,530.0,101.01886792452831,257.0,-13.0,270.0,46110.0
F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,84.16666666666667,91.0,78.0,5.149286505444373,12.0,0.0,-136.0,-136.0,0,1122.0,101.28609625668449,254.0,-10.0,264.0,94435.0
M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,42.333333333333336,82.0,1.0,40.525712002793156,3.0,0.0,-9.0,-9.0,1,157.0,40.43312101910828,148.0,-7.0,155.0,6646.333333333334
M,North Western Region,Lower Than A Level,60-70%,0-35,0,80,N,Distinction,86.42857142857143,92.0,73.0,6.604471789556498,7.0,0.0,-60.0,-60.0,0,629.0,111.13513513513513,233.0,-18.0,251.0,54363.57142857143
M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,74.42857142857143,94.0,54.0,16.37942960806982,7.0,0.0,-66.0,-66.0,1,260.0,60.823076923076925,234.0,-2.0,236.0,19351.428571428572
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,88.42857142857143,100.0,56.0,15.153186055052835,7.0,0.0,-25.0,-25.0,0,337.0,103.65578635014836,229.0,-12.0,241.0,29800.428571428572
F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-14.0,1,28.0,3.2142857142857144,4.0,2.0,2.0,0.0
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-61.0,-61.0,0,32.0,24.875,58.0,-10.0,68.0,0.0
F,London Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,-24.0,1,24.0,1.6666666666666667,20.0,-7.0,27.0,0.0
F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,38.4,64.0,9.0,19.42049318517827,10.0,0.2,-120.0,-155.0,1,226.0,43.6858407079646,158.0,-16.0,174.0,8678.4
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,79.0,100.0,40.0,17.549928774784245,11.0,0.0,-2.0,-2.0,0,66.0,144.34848484848484,242.0,35.0,207.0,5214.0
F,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass,88.11111111111111,100.0,56.0,13.355190418377086,9.0,0.0,-30.0,-30.0,0,438.0,117.89954337899543,249.0,-13.0,262.0,38592.66666666667
M,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,69.0,82.0,60.0,10.315037566582102,6.0,0.5,-72.5,-121.0,2,322.0,34.34472049689441,111.0,-18.0,129.0,22218.0
M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,70.0,98.0,50.0,21.72556098240043,4.0,0.0,-141.0,-141.0,0,222.0,46.373873873873876,162.0,-18.0,180.0,15540.0
M,London Region,HE Qualification,70-80%,0-35,0,30,N,Pass,88.8,96.0,82.0,6.300793600809345,5.0,0.0,-88.0,-88.0,0,642.0,140.05451713395638,267.0,-5.0,272.0,57009.6
M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,74.33333333333333,98.0,58.0,13.566893751356869,12.0,0.0,-109.0,-109.0,0,1482.0,107.47570850202429,267.0,-17.0,284.0,110162.0
F,Wales,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,53.25,80.0,40.0,18.20942979154848,4.0,0.0,-46.0,-46.0,0,50.0,35.72,86.0,-9.0,95.0,2662.5
M,London Region,A Level or Equivalent,50-60%,35-55,0,90,N,Pass,93.5,100.0,90.0,4.43471156521669,4.0,0.0,-28.0,-28.0,0,585.0,112.5042735042735,264.0,-10.0,274.0,54697.5
